pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
AHam	dDocent_Contig_22437	1	1000	0.0072632417488011	119	465	64021	330
CBat	dDocent_Contig_22437	1	1000	0.0058495798938076	119	2145	366693	602
AHam	dDocent_Contig_22439	1	1000	0.0007665457531996	132	56	73055	314
CBat	dDocent_Contig_22439	1	1000	0.0005236967093256	132	231	441095	234
AHam	dDocent_Contig_22440	1	1000	0.0	47	0	19887	302
CBat	dDocent_Contig_22440	1	1000	0.0	47	0	141056	284
AHam	dDocent_Contig_22441	1	1000	0.0	166	0	65566	1252
CBat	dDocent_Contig_22441	1	1000	0.000146614615534	166	83	566110	156
AHam	dDocent_Contig_22447	1	1000	0.0	2	0	870	12
CBat	dDocent_Contig_22447	1	1000	0.0	2	0	6006	12
AHam	dDocent_Contig_22451	1	1000	0.0017038120643662	99	99	58105	130
CBat	dDocent_Contig_22451	1	1000	0.0002719814364062	99	79	290461	690
AHam	dDocent_Contig_22452	1	1000	0.0	149	0	75148	596
CBat	dDocent_Contig_22452	1	1000	0.0	149	0	487276	396
AHam	dDocent_Contig_22461	1	1000	0.0008281170080619	153	68	82114	464
CBat	dDocent_Contig_22461	1	1000	0.0004681443855841	153	247	527615	70
AHam	dDocent_Contig_22462	1	1000	0.0007712636247121	156	68	88167	314
CBat	dDocent_Contig_22462	1	1000	0.0004582821773495	156	243	530241	166
AHam	dDocent_Contig_22466	1	1000	0.0018599608876796	172	175	94088	448
CBat	dDocent_Contig_22466	1	1000	0.0014075414770966	172	822	583997	190
AHam	dDocent_Contig_22478	1	1000	0.0051137271613487	162	480	93865	246
CBat	dDocent_Contig_22478	1	1000	0.006012560378942	162	2314	384861	2374
AHam	dDocent_Contig_22502	1	1000	0.0	89	0	52300	116
CBat	dDocent_Contig_22502	1	1000	0.0003020466682238	89	75	248306	784
AHam	dDocent_Contig_22511	1	1000	0.0	143	0	74017	514
CBat	dDocent_Contig_22511	1	1000	0.0008352195888749	143	407	487297	138
AHam	dDocent_Contig_22522	1	1000	0.0	75	0	26055	702
CBat	dDocent_Contig_22522	1	1000	0.0	75	0	236339	318
AHam	dDocent_Contig_22529	1	1000	0.0	125	0	61307	566
CBat	dDocent_Contig_22529	1	1000	0.0	125	0	425784	124
AHam	dDocent_Contig_22547	1	1000	0.0003758066421139	152	35	93133	78
CBat	dDocent_Contig_22547	1	1000	0.0	152	0	521440	104
AHam	dDocent_Contig_22559	1	1000	0.0	107	0	46270	664
CBat	dDocent_Contig_22559	1	1000	0.0	107	0	326497	578
AHam	dDocent_Contig_22561	1	1000	0.0041521291138723	169	407	98022	264
CBat	dDocent_Contig_22561	1	1000	0.0037627851415656	169	2101	558363	374
AHam	dDocent_Contig_22563	1	1000	0.0	78	0	41771	218
CBat	dDocent_Contig_22563	1	1000	0.0	78	0	268938	36
AHam	dDocent_Contig_22564	1	1000	0.0039558827382043	147	302	76342	512
CBat	dDocent_Contig_22564	1	1000	0.0030438262738347	147	1388	456005	698
AHam	dDocent_Contig_22573	1	1000	0.001168095021456	141	95	81329	226
CBat	dDocent_Contig_22573	1	1000	0.0001755636545161	141	83	472763	230
AHam	dDocent_Contig_22575	1	1000	0.0	207	0	123051	230
CBat	dDocent_Contig_22575	1	1000	0.0001201251617347	207	83	690946	376
AHam	dDocent_Contig_22591	1	1000	0.0027796222802168	127	180	64757	482
CBat	dDocent_Contig_22591	1	1000	0.0038948280036503	127	1673	429544	164
AHam	dDocent_Contig_22599	1	1000	0.0	30	0	11340	240
CBat	dDocent_Contig_22599	1	1000	0.0	30	0	75721	374
AHam	dDocent_Contig_22606	1	1000	0.0008493583363193	158	64	75351	778
CBat	dDocent_Contig_22606	1	1000	0.0022385486366145	158	1188	530701	246
AHam	dDocent_Contig_22608	1	1000	0.0109182168637292	81	422	38651	374
CBat	dDocent_Contig_22608	1	1000	0.011708139751729	81	2888	246666	448
AHam	dDocent_Contig_22614	1	1000	0.0005611672278338	99	35	62370	0
CBat	dDocent_Contig_22614	1	1000	0.0007454635241866	99	237	317923	334
AHam	dDocent_Contig_22617	1	1000	0.0	9	0	5130	16
CBat	dDocent_Contig_22617	1	1000	0.0	9	0	21050	136
AHam	dDocent_Contig_22638	1	1000	0.0	102	0	59590	140
CBat	dDocent_Contig_22638	1	1000	0.0	102	0	324839	378
AHam	dDocent_Contig_22641	1	1000	0.0027675948629555	99	114	41191	662
CBat	dDocent_Contig_22641	1	1000	0.0	99	0	304204	508
AHam	dDocent_Contig_22649	1	1000	0.0098434372515149	132	718	72942	348
CBat	dDocent_Contig_22649	1	1000	0.0086954304365565	132	3751	431376	352
AHam	dDocent_Contig_22654	1	1000	0.0	149	0	86585	218
CBat	dDocent_Contig_22654	1	1000	0.0	149	0	510515	110
AHam	dDocent_Contig_22672	1	1000	0.0042729039357542	143	365	85422	144
CBat	dDocent_Contig_22672	1	1000	0.0018266840474555	143	859	470251	350
AHam	dDocent_Contig_22684	1	1000	0.0022001731749208	128	155	70449	334
CBat	dDocent_Contig_22684	1	1000	0.0024721391883307	128	1004	406126	500
AHam	dDocent_Contig_22687	1	1000	0.0	129	0	60545	634
CBat	dDocent_Contig_22687	1	1000	0.0	129	0	391097	730
AHam	dDocent_Contig_22695	1	1000	0.0020751419833988	203	209	100716	892
CBat	dDocent_Contig_22695	1	1000	0.0012514313875083	203	871	696003	142
AHam	dDocent_Contig_22700	1	1000	0.0	99	0	44177	562
CBat	dDocent_Contig_22700	1	1000	0.0	99	0	282343	790
AHam	dDocent_Contig_22732	1	1000	0.0	83	0	28907	766
CBat	dDocent_Contig_22732	1	1000	0.000313486005089	83	77	245625	546
AHam	dDocent_Contig_22749	1	1000	0.0	64	0	22670	588
CBat	dDocent_Contig_22749	1	1000	0.0	64	0	194607	354
AHam	dDocent_Contig_22754	1	1000	0.0	119	0	68703	190
CBat	dDocent_Contig_22754	1	1000	0.0004035110321374	119	166	411389	42
AHam	dDocent_Contig_22760	1	1000	0.0013096009237615	152	93	71014	812
CBat	dDocent_Contig_22760	1	1000	0.0001584480490845	152	83	523831	74
AHam	dDocent_Contig_22766	1	1000	0.0005350127638759	105	35	65419	22
CBat	dDocent_Contig_22766	1	1000	0.002106398906491	105	695	329947	446
AHam	dDocent_Contig_22784	1	1000	0.0	31	0	17001	74
CBat	dDocent_Contig_22784	1	1000	0.0	31	0	94103	174
AHam	dDocent_Contig_22790	1	1000	0.0010328977947632	128	60	58089	694
CBat	dDocent_Contig_22790	1	1000	0.001659496004917	128	675	406750	484
AHam	dDocent_Contig_22796	1	1000	0.0	143	0	69537	650
CBat	dDocent_Contig_22796	1	1000	0.0	143	0	474873	290
AHam	dDocent_Contig_22804	1	1000	0.0059847564732182	144	340	56811	1130
CBat	dDocent_Contig_22804	1	1000	0.0037673281781854	144	1845	489737	150
AHam	dDocent_Contig_22810	1	1000	0.0	85	0	50808	84
CBat	dDocent_Contig_22810	1	1000	0.0	85	0	230171	846
AHam	dDocent_Contig_22827	1	1000	0.0	79	0	43539	182
CBat	dDocent_Contig_22827	1	1000	0.0	79	0	275394	0
AHam	dDocent_Contig_22830	1	1000	0.0	90	0	42256	456
CBat	dDocent_Contig_22830	1	1000	0.0	90	0	219400	1232
AHam	dDocent_Contig_22838	1	1000	0.0	61	0	38361	2
CBat	dDocent_Contig_22838	1	1000	0.0	61	0	204396	100
AHam	dDocent_Contig_22846	1	1000	0.0006760652999542	170	68	100582	196
CBat	dDocent_Contig_22846	1	1000	0.0001426207508037	170	83	581963	130
AHam	dDocent_Contig_22865	1	1000	0.0	46	0	22267	202
CBat	dDocent_Contig_22865	1	1000	0.0	46	0	114905	590
AHam	dDocent_Contig_22872	1	1000	0.001388578938233	105	56	40329	842
CBat	dDocent_Contig_22872	1	1000	0.0004787718242781	105	152	317479	606
AHam	dDocent_Contig_22881	1	1000	0.0036838978015448	45	93	25245	90
CBat	dDocent_Contig_22881	1	1000	0.0063171301209934	45	744	117775	502
AHam	dDocent_Contig_22894	1	1000	0.0	49	0	19380	364
CBat	dDocent_Contig_22894	1	1000	0.0	49	0	149345	266
AHam	dDocent_Contig_22895	1	1000	0.006892082940622	131	468	67904	468
CBat	dDocent_Contig_22895	1	1000	0.0055733865371269	131	2313	415008	516
AHam	dDocent_Contig_22915	1	1000	0.0021711170633281	151	184	84749	322
CBat	dDocent_Contig_22915	1	1000	0.0004707523319675	151	243	516195	126
AHam	dDocent_Contig_22927	1	1000	0.0003848099039074	149	35	90954	88
CBat	dDocent_Contig_22927	1	1000	0.0003341803310422	149	164	490753	354
AHam	dDocent_Contig_22931	1	1000	0.0025369308422081	98	96	37841	758
CBat	dDocent_Contig_22931	1	1000	0.000518415694353	98	152	293201	606
AHam	dDocent_Contig_22937	1	1000	0.0094553916046464	121	512	54149	706
CBat	dDocent_Contig_22937	1	1000	0.0094928076047382	121	3619	381236	508
AHam	dDocent_Contig_22950	1	1000	0.0067901944987915	152	531	78201	534
CBat	dDocent_Contig_22950	1	1000	0.0052759052877612	152	2492	472336	720
AHam	dDocent_Contig_22953	1	1000	0.0026420358471423	126	125	47312	1024
CBat	dDocent_Contig_22953	1	1000	0.001285782442748	126	539	419200	248
AHam	dDocent_Contig_22955	1	1000	0.0038092156545526	116	259	67993	158
CBat	dDocent_Contig_22955	1	1000	0.0031637458543796	116	1222	386251	226
AHam	dDocent_Contig_22963	1	1000	0.0	146	0	67243	770
CBat	dDocent_Contig_22963	1	1000	0.0	146	0	465528	536
AHam	dDocent_Contig_22968	1	1000	0.0	133	0	74272	284
CBat	dDocent_Contig_22968	1	1000	0.0026559145086894	133	1185	446174	216
AHam	dDocent_Contig_22979	1	1000	0.0016291277701636	159	126	77342	712
CBat	dDocent_Contig_22979	1	1000	0.0008951668298671	159	490	547384	84
AHam	dDocent_Contig_22987	1	1000	0.0042328298281471	158	350	82687	522
CBat	dDocent_Contig_22987	1	1000	0.0059240915673431	158	3019	509614	516
AHam	dDocent_Contig_22999	1	1000	0.0	8	0	3480	48
CBat	dDocent_Contig_22999	1	1000	0.0	8	0	23722	52
AHam	dDocent_Contig_23020	1	1000	0.0040477572600762	116	258	63739	274
CBat	dDocent_Contig_23020	1	1000	0.0067541495129405	116	2433	360223	546
AHam	dDocent_Contig_23065	1	1000	0.0	126	0	70344	280
CBat	dDocent_Contig_23065	1	1000	0.0003874213958308	126	160	412987	322
AHam	dDocent_Contig_23070	1	1000	0.0027808575219469	108	153	55019	394
CBat	dDocent_Contig_23070	1	1000	0.0047889541113882	108	1515	316353	758
AHam	dDocent_Contig_23079	1	1000	0.0032043381809218	139	247	77083	326
CBat	dDocent_Contig_23079	1	1000	0.0044880568578145	139	1974	439834	552
AHam	dDocent_Contig_23082	1	1000	0.0	46	0	24766	124
CBat	dDocent_Contig_23082	1	1000	0.0	46	0	131530	364
AHam	dDocent_Contig_23088	1	1000	0.0	41	0	20136	180
CBat	dDocent_Contig_23088	1	1000	0.0	41	0	128995	174
AHam	dDocent_Contig_23092	1	1000	0.0	256	0	130147	970
CBat	dDocent_Contig_23092	1	1000	0.0	256	0	795536	1224
AHam	dDocent_Contig_23097	1	1000	0.0	14	0	8000	24
CBat	dDocent_Contig_23097	1	1000	0.0	14	0	25752	320
AHam	dDocent_Contig_23120	1	1000	0.0	81	0	31692	612
CBat	dDocent_Contig_23120	1	1000	0.0015198400168403	81	361	237525	562
AHam	dDocent_Contig_23145	1	1000	0.0	165	0	94918	264
CBat	dDocent_Contig_23145	1	1000	0.0	165	0	544442	384
AHam	dDocent_Contig_23146	1	1000	0.0	116	0	46522	836
CBat	dDocent_Contig_23146	1	1000	0.0	116	0	359495	554
AHam	dDocent_Contig_23148	1	1000	0.0015847698505204	168	155	97806	268
CBat	dDocent_Contig_23148	1	1000	0.0002854775482352	168	164	574476	136
AHam	dDocent_Contig_23157	1	1000	0.0	34	0	18870	76
CBat	dDocent_Contig_23157	1	1000	0.0	34	0	118194	4
AHam	dDocent_Contig_23192	1	1000	0.0	113	0	62542	264
CBat	dDocent_Contig_23192	1	1000	0.0	113	0	381571	150
AHam	dDocent_Contig_23196	1	1000	0.0017390094602114	86	75	43128	336
CBat	dDocent_Contig_23196	1	1000	0.0026964041524623	86	700	259605	502
AHam	dDocent_Contig_23199	1	1000	0.0004147157190635	173	31	74750	1104
CBat	dDocent_Contig_23199	1	1000	0.001485757023388	173	886	596329	82
AHam	dDocent_Contig_23206	1	1000	0.0034537650302737	126	243	70358	276
CBat	dDocent_Contig_23206	1	1000	0.0019539848160705	126	759	388437	630
AHam	dDocent_Contig_23229	1	1000	0.0011347683668694	150	97	85480	264
CBat	dDocent_Contig_23229	1	1000	0.0003325700250228	150	166	499143	306
AHam	dDocent_Contig_23230	1	1000	0.0	132	0	77149	182
CBat	dDocent_Contig_23230	1	1000	0.0	132	0	416529	542
AHam	dDocent_Contig_23241	1	1000	0.0027952952615018	153	207	74053	682
CBat	dDocent_Contig_23241	1	1000	0.0032704589505943	153	1716	524697	106
AHam	dDocent_Contig_23258	1	1000	0.0	108	0	49651	562
CBat	dDocent_Contig_23258	1	1000	0.0004634828956985	108	156	336582	492
AHam	dDocent_Contig_23260	1	1000	0.0	129	0	74160	212
CBat	dDocent_Contig_23260	1	1000	0.0	129	0	377899	902
AHam	dDocent_Contig_23262	1	1000	0.000987521321483	56	33	33417	54
CBat	dDocent_Contig_23262	1	1000	0.0027794998262812	56	408	146789	622
AHam	dDocent_Contig_23286	1	1000	0.0038007816701925	131	212	55778	904
CBat	dDocent_Contig_23286	1	1000	0.0029665377223508	131	1329	447997	106
AHam	dDocent_Contig_23288	1	1000	0.0013512531783508	160	93	68825	1038
CBat	dDocent_Contig_23288	1	1000	0.00043708730774	160	243	555953	22
AHam	dDocent_Contig_23291	1	1000	0.0	44	0	13222	484
CBat	dDocent_Contig_23291	1	1000	0.0	44	0	117265	462
AHam	dDocent_Contig_23307	1	1000	0.002720207253886	147	231	84920	260
CBat	dDocent_Contig_23307	1	1000	0.0035455635129282	147	1760	496395	198
AHam	dDocent_Contig_23308	1	1000	0.0030948458460814	174	263	84980	776
CBat	dDocent_Contig_23308	1	1000	0.0032309433228024	174	1893	585897	254
AHam	dDocent_Contig_23338	1	1000	0.0020873520859125	142	145	69466	612
CBat	dDocent_Contig_23338	1	1000	0.0011231178919556	142	539	479914	188
AHam	dDocent_Contig_23351	1	1000	0.0	310	0	179161	494
CBat	dDocent_Contig_23351	1	1000	0.0	310	0	1047121	422
AHam	dDocent_Contig_23356	1	1000	0.008569564271732	124	591	68965	278
CBat	dDocent_Contig_23356	1	1000	0.005911174715599	124	2437	412270	244
AHam	dDocent_Contig_23363	1	1000	0.0	97	0	34450	864
CBat	dDocent_Contig_23363	1	1000	0.0	97	0	266204	916
AHam	dDocent_Contig_23364	1	1000	0.0027030288403523	148	224	82870	324
CBat	dDocent_Contig_23364	1	1000	0.0018005259174294	148	923	512628	40
AHam	dDocent_Contig_23375	1	1000	0.0	41	0	22460	100
CBat	dDocent_Contig_23375	1	1000	0.0	41	0	114518	360
AHam	dDocent_Contig_23391	1	1000	0.0072809344078343	140	571	78424	344
CBat	dDocent_Contig_23391	1	1000	0.0079329478082745	140	3590	452543	442
AHam	dDocent_Contig_23392	1	1000	0.0	124	0	65407	386
CBat	dDocent_Contig_23392	1	1000	0.0	124	0	428328	48
AHam	dDocent_Contig_23401	1	1000	0.0038770880593936	77	94	24245	802
CBat	dDocent_Contig_23401	1	1000	0.0018215591107915	77	456	250335	222
AHam	dDocent_Contig_23403	1	1000	0.0049335457333745	164	415	84118	612
CBat	dDocent_Contig_23403	1	1000	0.0043845202569569	164	2223	507011	802
AHam	dDocent_Contig_23404	1	1000	0.0	65	0	26894	440
CBat	dDocent_Contig_23404	1	1000	0.0	65	0	155149	938
AHam	dDocent_Contig_23407	1	1000	0.0069205331878771	97	406	58666	72
CBat	dDocent_Contig_23407	1	1000	0.0074476378956206	97	1987	266796	908
AHam	dDocent_Contig_23410	1	1000	0.0115450791465932	117	671	58120	524
CBat	dDocent_Contig_23410	1	1000	0.0073583323223318	117	2790	379162	352
AHam	dDocent_Contig_23411	1	1000	0.0007853338896115	153	64	81494	464
CBat	dDocent_Contig_23411	1	1000	0.0013884701286879	153	723	520717	154
AHam	dDocent_Contig_23414	1	1000	0.0012489675872766	112	62	49641	654
CBat	dDocent_Contig_23414	1	1000	0.0008671711865083	112	326	375935	178
AHam	dDocent_Contig_23415	1	1000	0.0	77	0	48441	2
CBat	dDocent_Contig_23415	1	1000	0.0	77	0	254601	170
AHam	dDocent_Contig_23423	1	1000	0.0004056695391348	134	33	81347	90
CBat	dDocent_Contig_23423	1	1000	0.0005521625068696	134	213	385756	1032
AHam	dDocent_Contig_23426	1	1000	0.0006902782430388	172	68	98511	322
CBat	dDocent_Contig_23426	1	1000	0.0010236087048237	172	592	578346	260
AHam	dDocent_Contig_23433	1	1000	0.0034836702954898	69	112	32150	344
CBat	dDocent_Contig_23433	1	1000	0.0061279307494888	69	1127	183912	724
AHam	dDocent_Contig_23434	1	1000	0.0003872194125998	167	33	85223	630
CBat	dDocent_Contig_23434	1	1000	0.0011348289978858	167	642	565724	204
AHam	dDocent_Contig_23435	1	1000	0.0	130	0	62373	614
CBat	dDocent_Contig_23435	1	1000	0.0	130	0	414543	474
AHam	dDocent_Contig_23440	1	1000	0.0003958425225347	161	35	88419	422
CBat	dDocent_Contig_23440	1	1000	0.0007518235919631	161	403	536030	312
AHam	dDocent_Contig_23441	1	1000	0.0	41	0	25830	0
CBat	dDocent_Contig_23441	1	1000	0.0	41	0	142926	0
AHam	dDocent_Contig_23458	1	1000	0.0	117	0	46466	872
CBat	dDocent_Contig_23458	1	1000	0.0008387479479645	117	304	362445	562
AHam	dDocent_Contig_23459	1	1000	0.0021102717814995	157	157	74398	768
CBat	dDocent_Contig_23459	1	1000	0.001673353479585	157	845	504974	520
AHam	dDocent_Contig_23464	1	1000	0.0	127	0	69844	316
CBat	dDocent_Contig_23464	1	1000	0.0007691982983832	127	328	426418	200
AHam	dDocent_Contig_23467	1	1000	0.0	80	0	30240	640
CBat	dDocent_Contig_23467	1	1000	0.0	80	0	208322	908
AHam	dDocent_Contig_23470	1	1000	0.0040600702282417	143	259	63792	844
CBat	dDocent_Contig_23470	1	1000	0.0011715653471971	143	569	485675	158
AHam	dDocent_Contig_23476	1	1000	0.0019273812484456	130	124	64336	560
CBat	dDocent_Contig_23476	1	1000	0.0007581954030382	130	330	435244	224
AHam	dDocent_Contig_23482	1	1000	0.0	59	0	35871	38
CBat	dDocent_Contig_23482	1	1000	0.0	59	0	201170	56
AHam	dDocent_Contig_23485	1	1000	0.0	54	0	33139	26
CBat	dDocent_Contig_23485	1	1000	0.0	54	0	188244	0
AHam	dDocent_Contig_23503	1	1000	0.0	27	0	15979	30
CBat	dDocent_Contig_23503	1	1000	0.0	27	0	66901	354
AHam	dDocent_Contig_23505	1	1000	0.0038657327668695	132	303	78381	142
CBat	dDocent_Contig_23505	1	1000	0.0054848560462933	132	2308	420795	490
AHam	dDocent_Contig_23506	1	1000	0.0	184	0	95838	644
CBat	dDocent_Contig_23506	1	1000	0.0003826789732864	184	243	634997	78
AHam	dDocent_Contig_23508	1	1000	0.0	158	0	77541	686
CBat	dDocent_Contig_23508	1	1000	0.0	158	0	534435	202
AHam	dDocent_Contig_23509	1	1000	0.0004276741855861	140	35	81838	212
CBat	dDocent_Contig_23509	1	1000	0.000523067959108	140	237	453096	432
AHam	dDocent_Contig_23512	1	1000	0.0	81	0	48481	74
CBat	dDocent_Contig_23512	1	1000	0.0	81	0	269001	162
AHam	dDocent_Contig_23532	1	1000	0.0045724854541017	159	356	77857	746
CBat	dDocent_Contig_23532	1	1000	0.0030984396213431	159	1666	537690	208
AHam	dDocent_Contig_23550	1	1000	0.0003666331914622	147	23	62733	978
CBat	dDocent_Contig_23550	1	1000	0.000510349104628	147	237	464388	596
AHam	dDocent_Contig_23561	1	1000	0.0	158	0	71237	894
CBat	dDocent_Contig_23561	1	1000	0.0002982870321531	158	164	549806	12
AHam	dDocent_Contig_23570	1	1000	0.0	114	0	50804	656
CBat	dDocent_Contig_23570	1	1000	0.0	114	0	352183	562
AHam	dDocent_Contig_23571	1	1000	0.0	160	0	77329	742
CBat	dDocent_Contig_23571	1	1000	0.0	160	0	545327	154
AHam	dDocent_Contig_23580	1	1000	0.0	99	0	58706	112
CBat	dDocent_Contig_23580	1	1000	0.0	99	0	299650	568
AHam	dDocent_Contig_23582	1	1000	0.0	128	0	63841	526
CBat	dDocent_Contig_23582	1	1000	0.0	128	0	435132	136
AHam	dDocent_Contig_23601	1	1000	0.0004326285674412	143	31	71655	574
CBat	dDocent_Contig_23601	1	1000	0.0005470213225759	143	243	444224	684
AHam	dDocent_Contig_23606	1	1000	0.0017549255513541	108	97	55273	390
CBat	dDocent_Contig_23606	1	1000	0.0004430935494765	108	164	370125	78
AHam	dDocent_Contig_23612	1	1000	0.0038875502008032	158	363	93375	202
CBat	dDocent_Contig_23612	1	1000	0.0033819522683554	158	1672	494389	710
AHam	dDocent_Contig_23613	1	1000	0.0	54	0	21722	388
CBat	dDocent_Contig_23613	1	1000	0.0005068459902057	54	71	140082	620
AHam	dDocent_Contig_23617	1	1000	0.0	177	0	102544	260
CBat	dDocent_Contig_23617	1	1000	0.0	177	0	548234	856
AHam	dDocent_Contig_23621	1	1000	0.0	160	0	90902	308
CBat	dDocent_Contig_23621	1	1000	0.0	160	0	557430	4
AHam	dDocent_Contig_23626	1	1000	0.0	149	0	81752	372
CBat	dDocent_Contig_23626	1	1000	0.0003325889675488	149	154	463034	704
AHam	dDocent_Contig_23651	1	1000	0.0	109	0	51749	546
CBat	dDocent_Contig_23651	1	1000	0.0	109	0	350497	362
AHam	dDocent_Contig_23664	1	1000	0.0	57	0	28272	228
CBat	dDocent_Contig_23664	1	1000	0.0	57	0	166162	408
AHam	dDocent_Contig_23666	1	1000	0.0	76	0	17066	1092
CBat	dDocent_Contig_23666	1	1000	0.0	76	0	236404	352
AHam	dDocent_Contig_23668	1	1000	0.0021287744809065	114	130	61068	320
CBat	dDocent_Contig_23668	1	1000	0.001686698420444	114	636	377068	248
AHam	dDocent_Contig_23669	1	1000	0.0022961288702328	98	128	55746	180
CBat	dDocent_Contig_23669	1	1000	0.0032988468378879	98	1035	313746	348
AHam	dDocent_Contig_23677	1	1000	0.0034982691618059	232	478	136639	298
CBat	dDocent_Contig_23677	1	1000	0.0019139632917026	232	1462	763860	568
AHam	dDocent_Contig_23684	1	1000	0.0017808628735587	189	137	76929	1386
CBat	dDocent_Contig_23684	1	1000	0.0028752466556194	189	1546	537693	1586
AHam	dDocent_Contig_23685	1	1000	0.0041119748523852	211	484	117705	498
CBat	dDocent_Contig_23685	1	1000	0.0028993181233302	211	1566	540127	2630
AHam	dDocent_Contig_23707	1	1000	0.0	69	0	42873	18
CBat	dDocent_Contig_23707	1	1000	0.0	69	0	236871	46
AHam	dDocent_Contig_23709	1	1000	0.0021759370652048	176	208	95591	474
CBat	dDocent_Contig_23709	1	1000	0.0026830114490574	176	1392	518820	1216
AHam	dDocent_Contig_23713	1	1000	0.0	73	0	35240	324
CBat	dDocent_Contig_23713	1	1000	0.0	73	0	224323	374
AHam	dDocent_Contig_23714	1	1000	0.0	307	0	174873	570
CBat	dDocent_Contig_23714	1	1000	0.0	307	0	986357	1034
AHam	dDocent_Contig_23718	1	1000	0.0	45	0	28350	0
CBat	dDocent_Contig_23718	1	1000	0.0	45	0	156870	0
AHam	dDocent_Contig_23724	1	1000	0.0	106	0	43890	716
CBat	dDocent_Contig_23724	1	1000	0.0027286990927075	106	920	337157	398
AHam	dDocent_Contig_23726	1	1000	0.0004848988639512	118	35	72180	64
CBat	dDocent_Contig_23726	1	1000	0.0008195377806916	118	320	390464	264
AHam	dDocent_Contig_23728	1	1000	0.0	26	0	10243	194
CBat	dDocent_Contig_23728	1	1000	0.0	26	0	72759	226
AHam	dDocent_Contig_23741	1	1000	0.0078748337765957	118	379	48128	824
CBat	dDocent_Contig_23741	1	1000	0.0084937046030744	118	3176	373924	464
AHam	dDocent_Contig_23745	1	1000	0.0	89	0	43656	372
CBat	dDocent_Contig_23745	1	1000	0.0	89	0	240770	888
AHam	dDocent_Contig_23746	1	1000	0.0	24	0	11904	96
CBat	dDocent_Contig_23746	1	1000	0.0	24	0	56316	360
AHam	dDocent_Contig_23750	1	1000	0.0	49	0	17090	448
CBat	dDocent_Contig_23750	1	1000	0.0	49	0	154344	204
AHam	dDocent_Contig_23752	1	1000	0.0	7	0	3927	14
CBat	dDocent_Contig_23752	1	1000	0.0	7	0	23412	12
AHam	dDocent_Contig_23757	1	1000	0.0	88	0	44215	338
CBat	dDocent_Contig_23757	1	1000	0.0002769221301807	88	81	292501	174
AHam	dDocent_Contig_23771	1	1000	0.0010974048407746	132	54	49207	1082
CBat	dDocent_Contig_23771	1	1000	0.0005636300605843	132	239	424037	446
AHam	dDocent_Contig_23776	1	1000	0.0	105	0	43195	718
CBat	dDocent_Contig_23776	1	1000	0.0	105	0	311658	680
AHam	dDocent_Contig_23784	1	1000	0.0022939429298822	130	173	75416	200
CBat	dDocent_Contig_23784	1	1000	0.003748948789448	130	1694	451860	16
AHam	dDocent_Contig_23804	1	1000	0.0013524614798934	204	135	99818	964
CBat	dDocent_Contig_23804	1	1000	0.0008828204837061	204	622	704560	80
AHam	dDocent_Contig_23809	1	1000	0.01072653841143	93	494	46054	384
CBat	dDocent_Contig_23809	1	1000	0.0089239925393854	93	2732	306141	226
AHam	dDocent_Contig_23810	1	1000	0.0104768832229496	140	821	78363	314
CBat	dDocent_Contig_23810	1	1000	0.0091302062662905	140	4256	466145	270
AHam	dDocent_Contig_23814	1	1000	0.0	138	0	64009	726
CBat	dDocent_Contig_23814	1	1000	0.0	138	0	439983	506
AHam	dDocent_Contig_23828	1	1000	0.0051282760145969	122	371	72344	136
CBat	dDocent_Contig_23828	1	1000	0.0057278791902572	122	2338	408179	210
AHam	dDocent_Contig_23836	1	1000	0.0004345726702076	132	27	62130	644
CBat	dDocent_Contig_23836	1	1000	0.0005481527487625	132	233	425064	432
AHam	dDocent_Contig_23837	1	1000	0.0005972094033335	99	33	55257	210
CBat	dDocent_Contig_23837	1	1000	0.0009277991830212	99	288	310412	436
AHam	dDocent_Contig_23839	1	1000	0.0031956837518157	129	231	72285	290
CBat	dDocent_Contig_23839	1	1000	0.0027699555379539	129	1203	434303	190
AHam	dDocent_Contig_23842	1	1000	0.0	112	0	52570	548
CBat	dDocent_Contig_23842	1	1000	0.0	112	0	348759	514
AHam	dDocent_Contig_23849	1	1000	0.0017463705480781	128	99	56689	750
CBat	dDocent_Contig_23849	1	1000	0.0036035289732013	128	1479	410431	442
AHam	dDocent_Contig_23859	1	1000	0.0	86	0	39536	448
CBat	dDocent_Contig_23859	1	1000	0.0	86	0	255180	560
AHam	dDocent_Contig_23861	1	1000	0.0018991712707182	142	132	69504	648
CBat	dDocent_Contig_23861	1	1000	0.0005396932034486	142	241	446550	604
AHam	dDocent_Contig_23864	1	1000	0.0	53	0	33045	10
CBat	dDocent_Contig_23864	1	1000	0.0	53	0	183603	14
AHam	dDocent_Contig_23865	1	1000	0.0	97	0	49197	378
CBat	dDocent_Contig_23865	1	1000	0.0011790376068222	97	395	335019	38
AHam	dDocent_Contig_23866	1	1000	0.0008470248253011	147	68	80281	410
CBat	dDocent_Contig_23866	1	1000	0.0011479908077396	147	551	479969	402
AHam	dDocent_Contig_23868	1	1000	0.0015669724003927	115	75	47863	766
CBat	dDocent_Contig_23868	1	1000	0.0036417411656482	115	1251	343517	714
AHam	dDocent_Contig_23869	1	1000	0.0	4	0	1512	32
CBat	dDocent_Contig_23869	1	1000	0.0	4	0	11706	28
